id,titre,description,description_en,url_fiche,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,adresse_principale,lat,long,source,sustainability_score,badge,badge_icon,eco_flag,free_flag,score_breakdown,score_reasons,wheelchair_metro_accessible,wheelchair_metro_m,wheelchair_metro_gap_m,wheelchair_note
109031,Heure du conte (0 à 36 mois),"Heure du conte pour les 0 à 36 mois : histoires, images et sons pour éveiller le langage et l’imaginaire dès la petite enfance.","Storytime for children ages 0 to 36 months: stories, pictures, and sounds to stimulate language development and imagination from early childhood.",https://montreal.ca/evenements/heure-du-conte-0-36-mois-109031,2026-08-01,2026-08-01,Heure du conte,Enfants d'âge préscolaire,En salle,Sur inscription,Gratuit,Ville-Marie,nan,45.532827,-73.551399,city,63.5,Getting There,🌿,False,True,"{'transit_access': 45.0, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 68 m + BIXI 115 m', 'Indoor venue', 'Registration required']",False,1024.0,956,Nearest accessible metro 1024 m
109060,"Colle, papier, ciseaux",Un atelier d'art plastique à la bibliothèque Mercier.,An art workshop at the Mercier Library.,https://montreal.ca/evenements/colle-papier-ciseaux-109060,2026-08-30,2026-08-30,Art et artisanat,Enfants,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109059,"Colle, papier, ciseaux",Un atelier d'art plastique pour les enfants d'âge scolaire à la bibliothèque Mercier.,An art workshop for school-age children at the Mercier Library.,https://montreal.ca/evenements/colle-papier-ciseaux-109059,2026-07-26,2026-07-26,Art et artisanat,Enfants,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109061,Brico du samedi,Un atelier de bricolage créatif à la bibliothèque Mercier.,A creative arts-and-crafts workshop at the Mercier Library.,https://montreal.ca/evenements/brico-du-samedi-109061,2026-08-01,2026-08-01,Art et artisanat,Enfants d'âge préscolaire,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109070,Larguez les amarres! Rencontre avec l'autrice des albums Sven le Terrible,Rencontre avec l'autrice jeunesse Rhéa Dufresne à la bibliothèque Mercier.,Meet children's author Rhéa Dufresne at the Mercier Library.,https://montreal.ca/evenements/larguez-les-amarres-rencontre-avec-lautrice-des-albums-sven-le-terrible-109070,2026-08-22,2026-08-22,Club de lecture et littérature,Enfants,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109073,Cercle de lecture: La chasse-galerie et les canots de Satan,"Un club de lecture autour de la bande dessinée ""La chasse-galerie et les canots de Satan"" du scénariste Alexandre Fontaine Rousseau aura lieu à la bibliothèque.",A book club discussion of the comic book *La chasse-galerie et les canots de Satan* by writer Alexandre Fontaine Rousseau will take place at the library.,https://montreal.ca/evenements/cercle-de-lecture-la-chasse-galerie-et-les-canots-de-satan-109073,2026-09-05,2026-09-05,Club de lecture et littérature,Adultes,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109072,Préparer des tisanes à partir de plantes locales,Un atelier pour connaître quelles plantes locales utiliser pour faire des tisanes.,A workshop to learn which local plants to use for making herbal teas.,https://montreal.ca/evenements/preparer-des-tisanes-partir-de-plantes-locales-109072,2026-08-29,2026-08-29,Jardinage,Adultes,En salle,Sur inscription,Gratuit,Mercier–Hochelaga-Maisonneuve,nan,45.595475,-73.523843,city,59.0,Getting There,🌿,False,True,"{'transit_access': 40.5, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Metro within 880 m + BIXI 50 m', 'Indoor venue', 'Registration required']",False,880.0,0,Nearest accessible metro 880 m
109124,Ciné-été,"Film, bibliothèque, cinéma","Movies, library, movie theater",https://montreal.ca/evenements/cine-ete-109124,2026-08-16,2026-08-16,Cinéma,Famille,En salle,Entrée libre,Gratuit,Verdun,nan,45.45708820893512,-73.5474710438433,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 295 m + BIXI 59 m', 'Indoor venue', 'Walk-in (no registration)']",False,2688.0,1068,Nearest accessible metro 2688 m
109151,Aquarelle sur casse-tête,"Peinture aquarelle, casse-tête","Watercolor painting, a challenge",https://montreal.ca/evenements/aquarelle-sur-casse-tete-109151,2026-07-13,2026-07-13,Art et artisanat,Enfants,En salle,Sur inscription,Gratuit,Rivière-des-Prairies–Pointe-aux-Trembles,nan,45.650106,-73.578922,city,45.5,Getting There,🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 10.5}","['Stop within 35 m', 'Indoor venue', 'Registration required']",False,,0,No accessible metro station nearby
109154,Mission coquillages,"Cherche et trouve ,heure du conte , activité artistique ,Parc Gérard-Picard","Search and Find, Storytime, Art Activity, Gérard-Picard Park",https://montreal.ca/evenements/mission-coquillages-109154,2026-07-28,2026-07-28,Jeux,Enfants d'âge préscolaire,En salle,Entrée libre,Gratuit,Rivière-des-Prairies–Pointe-aux-Trembles,nan,45.646764616206326,-73.57564941291962,city,70.0,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 27.0, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Stop within 73 m', 'Indoor venue', 'Walk-in (no registration)']",False,,0,No accessible metro station nearby
109231,Empreintes citadines : dessinez votre propre cerf-volant,Créer votre propre cerf-volant en papier inspiré de l’environnement laurentien avec l’artiste et commissaire Joseph André cet été.,Create your own paper kite inspired by the Laurentian landscape with artist and curator Joseph André this summer.,https://montreal.ca/evenements/empreintes-citadines-dessinez-votre-propre-cerf-volant-109231,2026-08-29,2026-08-29,Art et artisanat,Pour tous,En salle,Entrée libre,Gratuit,Saint-Laurent,nan,45.517865103457,-73.690958692226,city,76.8,Eco-Friendly,🌿🌿,False,True,"{'transit_access': 33.8, 'outdoor_green': 8.0, 'walkin_access': 35.0}","['Metro within 754 m', 'Indoor venue', 'Walk-in (no registration)']",True,754.0,0,Accessible metro 754 m
